Body,Score,ParentId
"<p>Create a Strint array with all weekdays (<code>{&quot;Sunday&quot;, &quot;Monday&quot;...}</code>) and than get the name by index like this:</p>
<pre><code>int day = 2;
System.out.println(weekdays[day - 1]);//output Monday
</code></pre>
","1","64586481"
"<p>You can use Apache <a href=""http://commons.apache.org/io/"" rel=""noreferrer"">Commons IO</a> to handle this and similar tasks.</p>

<p>The <code>IOUtils</code> type has a static method to read an <code>InputStream</code> and return a <code>byte[]</code>.</p>

<pre><code>InputStream is;
byte[] bytes = IOUtils.toByteArray(is);
</code></pre>

<p>Internally this creates a <code>ByteArrayOutputStream</code> and copies the bytes to the output, then calls <code>toByteArray()</code>. It handles large files by copying the bytes in blocks of 4KiB.</p>
","1175","1264709"
"<p>Below Codes</p>

<pre><code>public static byte[] serializeObj(Object obj) throws IOException {
  ByteArrayOutputStream baOStream = new ByteArrayOutputStream();
  ObjectOutputStream objOStream = new ObjectOutputStream(baOStream);

  objOStream.writeObject(obj); 
  objOStream.flush();
  objOStream.close();
  return baOStream.toByteArray(); 
} 
</code></pre>

<p>OR</p>

<pre><code>BufferedImage img = ...
ByteArrayOutputStream baos = new ByteArrayOutputStream(1000);
ImageIO.write(img, ""jpeg"", baos);
baos.flush();
byte[] result = baos.toByteArray();
baos.close();
</code></pre>
","-3","1264709"
"<p>Do you really need the image as a <code>byte[]</code>? What exactly do you expect in the <code>byte[]</code> - the complete content of an image file, encoded in whatever format the image file is in, or RGB pixel values?</p>

<p>Other answers here show you how to read a file into a <code>byte[]</code>. Your <code>byte[]</code> will contain the exact contents of the file, and you'd need to decode that to do anything with the image data.</p>

<p>Java's standard API for reading (and writing) images is the ImageIO API, which you can find in the package <code>javax.imageio</code>. You can read in an image from a file with just a single line of code:</p>

<pre><code>BufferedImage image = ImageIO.read(new File(""image.jpg""));
</code></pre>

<p>This will give you a <code>BufferedImage</code>, not a <code>byte[]</code>. To get at the image data, you can call <code>getRaster()</code> on the <code>BufferedImage</code>. This will give you a <code>Raster</code> object, which has methods to access the pixel data (it has several <code>getPixel()</code> / <code>getPixels()</code> methods).</p>

<p>Lookup the API documentation for <code>javax.imageio.ImageIO</code>, <code>java.awt.image.BufferedImage</code>, <code>java.awt.image.Raster</code> etc.</p>

<p>ImageIO supports a number of image formats by default: JPEG, PNG, BMP, WBMP and GIF. It's possible to add support for more formats (you'd need a plug-in that implements the ImageIO service provider interface).</p>

<p>See also the following tutorial: <a href=""http://java.sun.com/docs/books/tutorial/2d/images/index.html"" rel=""noreferrer"">Working with Images</a></p>
","19","1264709"
"<pre><code>Class clazz = Class.forName(""ReflectionTest"");    
Method m = clazz.getDeclaredMethod(""getArray"");
Object o1 = m.invoke(o, arg);
int array[][] = (int[][])o1;
System.out.println(""Array length: "" + array.length);
System.out.println(""Array length: "" + array[0].length);
</code></pre>
","0","1764339"
"<p>Use <code>java.lang.reflect.Array.getLength(obj)</code>.</p>
","0","1764339"
"<p>There is no such thing as ""length"" for multi-dimensional array; it may not be rectangular. I'm guessing you're talking about the number of dimensions. You need to descend into it iteratively and count.</p>

<pre><code>public int getDimensionCount(Object array) {
  int count = 0;
  Class arrayClass = array.getClass();
  while ( arrayClass.isArray() ) {
    count++;
    arrayClass = arrayClass.getComponentType();
  }
  return count;
}
</code></pre>
","14","1764339"
"<p>Java arrays have lengths per instance, not all arrays in the same dimension have to have equals lengths. That said, you can get the lengths of instances in the.</p>

<p>Dimensions can be counted by the number of '[' in their name, this is quicker than descending the type hierarchy. The following code:</p>

<pre><code>        int[][][] ary = {{{0},{1}}};

        Class cls = ary.getClass();

        boolean isAry = cls.isArray();
        String clsName = cls.getName();

        System.out.println(""is array="" + isAry);
        System.out.println(""name="" + clsName);

        int nrDims = 1 + clsName.lastIndexOf('[');

        System.out.println(""nrDims="" + nrDims);

        Object orly = ary;

        for (int n = 0; n &lt; nrDims; n++) {

            int len = Array.getLength(orly);

            System.out.println(""dim["" + n + ""]="" + len);

            if (0 &lt; len) {
                orly = Array.get(orly, 0);
            }
        }
</code></pre>

<p>gives the following output:</p>

<pre><code>is array=true
name=[[[I
nrDims=3
dim[0]=1
dim[1]=2
dim[2]=1
</code></pre>
","10","1764339"
"<p>Arrays are ""special"" in Java - they don't implement any interfaces, which means they can't implement the collection interfaces. They're collections in ""natural language"" terms, and you can use the enhanced for loop over them - but if you want to use an array within the collection API, you'll need something like <a href=""http://java.sun.com/javase/6/docs/api/java/util/Arrays.html#asList(T...)"" rel=""nofollow noreferrer""><code>Arrays.asList</code></a> which wraps an array with the <code>List&lt;T&gt;</code> interface. (The result is only a <em>view</em> on the array - changes to the array are visible through the list, and vice versa.)</p>

<p>(This is in contrast to .NET, where <code>T[]</code> implements <code>IList&lt;T&gt;</code> etc.)</p>
","10","2089074"
"<pre><code>import java.util.Random;

...

Random random = new Random();
System.out.println(n[random.nextInt(n.length)]);
</code></pre>
","16","2527640"
"<p>In general terms, get a random integer ranging from a minimum of 0 to a maximum of the array length -1, and use that as the array index.</p>
","0","2527640"
"<pre><code>ArrayList.size()/2
</code></pre>
","5","2707605"
"<p>If you have <code>N</code> items, the middle item is usually defined as item at index <code>N/2</code> (0-based).</p>

<pre><code>10 items
0,1,2,3,4,5,6,7,8,9
          |
          5

13 items
0,1,2,3,4,5,6,7,8,9,0,1,2
            |
            6
</code></pre>

<p>Generally, if you need to find the middle of items between index <code>low</code> (inclusive) and <code>high</code> (exclusive), it's mathematically <code>int mid = (low + high) / 2</code>. But due to arithmetic overflow in limited-precision integer, the proper formula is <code>int mid = (low + high) &gt;&gt;&gt; 1;</code></p>

<h3>See also</h3>

<ul>
<li>Google Research Blog post by Josh Bloch

<ul>
<li><a href=""http://googleresearch.blogspot.com/2006/06/extra-extra-read-all-about-it-nearly.html"" rel=""noreferrer"">Extra, Extra - Read All About It: Nearly All Binary Searches and Mergesorts are Broken</a></li>
</ul></li>
</ul>
","6","2707605"
"<p>If the size of ArrayList is <strong>even</strong> in number, then use
     <strong>(ArrayList.size()/2)+1</strong> or    <strong>(ArrayList.size()/2)</strong> as the middle.
If the size of ArrayList is <strong>odd</strong> in number, then use     <strong>(ArrayList.size()+1)/2</strong> as the middle.</p>
","4","2707605"
"<p>Stop referencing it.</p>
","59","2974251"
"<p>Removing all the reference to that array of bytes. The garbage collector will take care of the rest.</p>
","6","2974251"
"<p>When creating a new byte[] in Java, you do something like</p>

<pre><code>byte[] myArray = new byte[54];
</code></pre>

<p>To free it, you should do</p>

<pre><code>myArray = null;
</code></pre>

<p>If something else references your byte array, like</p>

<pre><code>yourArray = myArray;
</code></pre>

<p>you need to also set the other references to null, like so</p>

<pre><code>yourArray = null;
</code></pre>

<p>In Java garbage collection is automatic.  If the JVM can detect that a piece of memory is no longer reachable by the entire program, then the JVM will free the memory for you.</p>
","15","2974251"
"<p>Setting all references to it to null will make it a candidate for Java's automatic garbage collection. You can't be sure how long it will take for this to happen though. If you really need to explicitly reclaim the memory immediately you can make a call to <code>System.gc();</code></p>

<p>Also just to clear you may not need to set the references to null explicitly. If the references go out of scope they are automatically nulled e.g. a local variable reference will be nulled once the method it is declared in finishes executing. So local variables are usually released implicitly all the time during an apps runtime.</p>
","3","2974251"
"<pre><code>Input Stream is ...
ByteArrayOutputStream bos = new ByteArrayOutputStream();
int next = in.read();
while (next &gt; -1) {
    bos.write(next);
    next = in.read();
}
bos.flush();
byte[] result = bos.toByteArray();
bos.close();
</code></pre>
","8","1264709"
"<p>There are actually two limits.  One, the maximum element indexable for the array and, two, the amount of memory available to your application.  Depending on the amount of memory available and the amount used by other data structures, you may hit the memory limit before you reach the maximum addressable array element.</p>
","42","3038392"
"<p>Haven't seen the right answer, even though it's very easy to test.</p>

<p>In a recent HotSpot VM, the correct answer is <code>Integer.MAX_VALUE - 5</code>.  Once you go beyond that:</p>

<pre><code>public class Foo {
  public static void main(String[] args) {
    Object[] array = new Object[Integer.MAX_VALUE - 4];
  }
}
</code></pre>

<p>You get:</p>

<pre><code>Exception in thread ""main"" java.lang.OutOfMemoryError:
  Requested array size exceeds VM limit
</code></pre>
","190","3038392"
"<p>Yup - just use the constructor which takes a collection as its parameter:</p>

<pre><code>Vector&lt;String&gt; vector = new Vector&lt;String&gt;();
// (... Populate vector here...)
ArrayList&lt;String&gt; list = new ArrayList&lt;String&gt;(vector);
</code></pre>

<p>Note that it only does a shallow copy.</p>
","66","3440082"
"<p>It helps mitigate the exponential increase in time that would result if the array was expanded by one element instead.</p>
","2","4421843"
"<p>You can create an array with a small capacity even 0 and you small capacities need to grow relatively quickly.</p>
","0","4421843"
"<p>You can't. Java doesn't have direct memory access.</p>
","1","4676229"
"<p>There is no programmer-realizable notion of an ""address"" in Java.  In a language like C or C++, objects' identities are equated with their address - two objects are the same object if they live in the same memory location.  In Java, this notion of identity is decoupled from the object's address.  This allows some optimizations that are not possible in C++.  For example, the garbage collector could, in theory, move objects around in memory to avoid fragmentation, so long as it modifies references so they point to the right location.  Because memory addresses can't be accessed directly by the programmer, this operation is permissible.  In C++, it wouldn't work, because the compiler couldn't tell if a particular bit pattern in memory was some sort of encoded pointer.</p>
","5","4676229"
"<p>You can extend any class that is not <strong>final</strong> in Java. Having said that, you should avoid inheritance if there is no <strong>true is-a</strong> relationship. Consider composition for reuse. Read about <a href=""http://en.wikipedia.org/wiki/Liskov_substitution_principle"" rel=""noreferrer"">Liskov substitution principle</a></p>
","19","4779173"
"<p>Just try it out. The class is not final, it's constructor is public, so you can. However, it's probably no good idea for a beginner.</p>

<p>Most of the time, it's no good idea for anyone. Imagine you add some functionality and get <code>ExtList1 extends ArrayList</code>. A college of yours adds a different independent functionality, so you have <code>ExtList2 extends ArrayList</code>. Now you want them both at once and you're out of luck.</p>

<p>Or you need the same feature with a different base list implementation (maybe <code>LinkedList</code>, though it's virtually always wrong to use it). Again, out of luck.</p>

<p>These are all cases when delegation wins. It needn't be more verbose when <a href=""https://google.github.io/guava/releases/23.0/api/docs/com/google/common/collect/ForwardingList.html"" rel=""nofollow noreferrer"">someone has created the base already</a>.</p>

<hr>

<p>I'd only inherit from <code>ArrayList</code>, if there was a very good reason for doing exactly this. Maybe some <em>really extreme</em> performance requirements based on proper JMH benchmarks.</p>
","0","4779173"
"<p>Yes you can.</p>

<pre><code>public class MyArrayList&lt;E&gt; extends ArrayList&lt;E&gt;
{
}
</code></pre>

<p>However, I'm not sure why you would want to do this.</p>
","22","4779173"
"<p>ArrayList is not final class and it provides public constructor, so technically it can be extended.</p>

<p>But best practice is <strong>delegate</strong> rather than extend.
See: <a href=""http://en.wikipedia.org/wiki/Decorator_pattern"" rel=""nofollow"">Decorator pattern</a></p>
","2","4779173"
"<p>As many other have said, yes, you can extend class <code>ArrayList</code>, but it is not something that you should normally do; it is not considered good practice in Java.</p>

<p>I'm mainly a Java programmer, but the past months I've also been working on C# code. It seems like it's a common idiom in C# to extend the standard collection classes if you need a collection of a specific type (I actually don't know if it is a common idiom in general - at least the people who wrote the code I'm working with are doing this all the time).</p>

<p>So if they have a class <code>Person</code> and they need a list of persons, they'd create a class <code>PersonList</code> that extends the C# equivalent of <code>ArrayList&lt;Person&gt;</code>.</p>

<p>The common idiom in Java would just to use <code>ArrayList&lt;Person&gt;</code> if you need a list of <code>Person</code> objects and not to create a specific subclass for this.</p>

<p>I'd advise you to stick to the common Java way of doing things, and not create your own subclasses of <code>ArrayList</code> or other collection classes.</p>
","10","4779173"
"<p>Try the <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Arrays.html#toString%28java.lang.Object%5B%5D%29"" rel=""noreferrer"">Arrays.toString</a> overloaded methods.</p>

<p>Or else, try this below generic implementation:</p>

<pre><code>public static void main(String... args) throws Exception {

    String[] array = {""ABC"", ""XYZ"", ""PQR""};

    System.out.println(new Test().join(array, "", ""));
}

public &lt;T&gt; String join(T[] array, String cement) {
    StringBuilder builder = new StringBuilder();

    if(array == null || array.length == 0) {
        return null;
    }

    for (T t : array) {
        builder.append(t).append(cement);
    }

    builder.delete(builder.length() - cement.length(), builder.length());

    return builder.toString();
}
</code></pre>
","7","5283444"
"<p>Use Apache commons <a href=""https://commons.apache.org/proper/commons-lang/apidocs/org/apache/commons/lang3/StringUtils.html#join(java.lang.Object[],%20java.lang.String)""><code>StringUtils.join()</code></a>.  It takes an array, as a parameter (and also has overloads for <code>Iterable</code> and <code>Iterator</code> parameters) and calls <code>toString()</code> on each element (if it is not null) to get each elements string representation.  Each elements string representation is then joined into one string with a separator in between if one is specified:</p>

<pre><code>String joinedString = StringUtils.join(new Object[]{""a"", ""b"", 1}, ""-"");
System.out.println(joinedString);
</code></pre>

<p>Produces:</p>

<pre><code>a-b-1
</code></pre>
","103","5283444"
"<p>You could do this, given an array <code>a</code> of primitive type:</p>

<pre><code>StringBuffer result = new StringBuffer();
for (int i = 0; i &lt; a.length; i++) {
   result.append( a[i] );
   //result.append( optional separator );
}
String mynewstring = result.toString();
</code></pre>
","14","5283444"
"<p>You want code which produce string from arrayList, </p>

<pre><code>Iterate through all elements in list and add it to your String result
</code></pre>

<p>you can do this in 2 ways: using String as result or StringBuffer/StringBuilder. </p>

<p><strong>Example:</strong></p>

<pre><code>String result = """";
for (String s : list) {
    result += s;
}
</code></pre>

<p>...but this isn't good practice because of performance reason. Better is using <a href=""http://download.oracle.com/javase/1.5.0/docs/api/java/lang/StringBuffer.html"" rel=""nofollow"">StringBuffer</a> (threads safe) or <a href=""http://download.oracle.com/javase/1.5.0/docs/api/java/lang/StringBuilder.html"" rel=""nofollow"">StringBuilder</a> which are more appropriate to adding Strings</p>
","0","5283444"
"<p>I like using <a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/base/Joiner.html"" rel=""noreferrer"">Google's Guava Joiner</a> for this, e.g.:</p>

<pre><code>Joiner.on("", "").skipNulls().join(""Harry"", null, ""Ron"", ""Hermione"");
</code></pre>

<p>would produce the same String as:</p>

<pre><code>new String(""Harry, Ron, Hermione"");
</code></pre>

<p>ETA: Java 8 has similar support now:</p>

<pre><code>String.join("", "", ""Harry"", ""Ron"", ""Hermione"");
</code></pre>

<p>Can't see support for skipping null values, but that's easily worked around.</p>
","36","5283444"
"<p>With control over the delimiter (Java 8+):</p>
<pre><code>String str = String.join(&quot;,&quot;, arr);
</code></pre>
<p>...or &lt;8:</p>
<pre><code>StringBuilder builder = new StringBuilder();
for(String s : arr) {
    builder.append(s);
}
String str = builder.toString();
</code></pre>
<p>Alternatively, if you just want a &quot;debug-style&quot; dump of an array:</p>
<pre><code>String str = Arrays.toString(arr);
</code></pre>
<p>And if you're coming from the Android angle:</p>
<pre><code>String str = TextUtils.join(&quot;,&quot;, arr);
</code></pre>
<p>You can modify the above depending on what characters, if any, you want in between strings.</p>
<p>You may see near identical code to the pre-Java 8 code but using <code>StringBuffer</code> - <code>StringBuilder</code> is a newer class that's not thread-safe, but therefore has better performance in a single thread because it does away with unneeded synchronization. In short, you're better using <code>StringBuilder</code> in 99% of cases - functionality wise, the two are identical.</p>
<p><strong>DON'T</strong> use a string and just append to it with += like some of the answers show here. This sends the GC through the roof because you're creating and throwing away as many string objects as you have items in your array. For small arrays you might not really notice the difference, but for large ones it can be orders of magnitude slower.</p>
","492","5283444"
"<p>Just a guess, but quicksort is O(n^2) in the worst case, while merge sort is stable (guaranteed O(n log n)).</p>

<p>The worst case for quicksort is triggered by equal values.. and equal primitives are identical, while ""equal"" objects may not be.</p>
","1","5411449"
"<p>The reason for using mergesort is that they want a stable algorithm - e.g. where equal objects (by <code>compareTo()</code> or <code>compare()</code>) are at the same relative order as before.</p>

<p>For primitives, equality implies ""non-distinguish-ability"". When sorting <code>{5, 3, 5}</code> to <code>{3, 5, 5}</code> it does not matter which of the fives was the first one before.
So we can use the quicker (and non-stable) quicksort algorithm here.</p>
","14","5411449"
"<pre><code>HashMap&lt;Integer, String&gt; map = new HashMap&lt;Integer, String&gt;();
map.put (1, ""Mark"");
map.put (2, ""Tarryn"");
List&lt;String&gt; list = new ArrayList&lt;String&gt;(map.values());
for (String s : list) {
    System.out.println(s);
}
</code></pre>
","94","5483330"
"<p>Basically you should not mess the question with answer, because it is confusing. </p>

<p>Then you could specify what convert mean and pick one of this solution</p>

<pre><code>List&lt;Integer&gt; keyList = Collections.list(Collections.enumeration(map.keySet()));

List&lt;String&gt; valueList = Collections.list(Collections.enumeration(map.values()));
</code></pre>
","7","5483330"
"<p>Assuming you have:</p>

<pre><code>HashMap&lt;Key, Value&gt; map; // Assigned or populated somehow.
</code></pre>

<p>For a list of values:</p>

<pre><code>List&lt;Value&gt; values = new ArrayList&lt;Value&gt;(map.values());
</code></pre>

<p>For a list of keys:</p>

<pre><code>List&lt;Key&gt; keys = new ArrayList&lt;Key&gt;(map.keySet());
</code></pre>

<p>Note that the order of the keys and values will be unreliable with a HashMap; use a <a href=""http://download.oracle.com/javase/1.5.0/docs/api/java/util/LinkedHashMap.html"" rel=""noreferrer"">LinkedHashMap</a> if you need to preserve one-to-one correspondence of key and value positions in their respective lists.</p>
","75","5483330"
"<p>If you only want it to iterate over your HashMap, no need for a list:</p>

<pre><code>HashMap&lt;Integer, String&gt; map = new HashMap&lt;Integer, String&gt;();
map.put (1, ""Mark"");
map.put (2, ""Tarryn"");
for (String s : map.values()) {
    System.out.println(s);
}
</code></pre>

<p>Of course, if you want to modify your map structurally (i.e. more than only changing the value for an existing key) while iterating, then you better use the ""copy to ArrayList"" method, since otherwise you'll get a ConcurrentModificationException. Or export as an array:</p>

<pre><code>HashMap&lt;Integer, String&gt; map = new HashMap&lt;Integer, String&gt;();
map.put (1, ""Mark"");
map.put (2, ""Tarryn"");
for (String s : map.values().toArray(new String[]{})) {
    System.out.println(s);
}
</code></pre>
","1","5483330"
"<p>Using the <a href=""http://download.oracle.com/javase/6/docs/api/java/lang/String.html#getBytes(java.lang.String)"" rel=""noreferrer""><code>getBytes</code></a> method, giving it the appropriate <a href=""http://download.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"" rel=""noreferrer""><code>Charset</code></a> (or <code>Charset</code> name).</p>

<p>Example:</p>

<pre><code>String s = ""Hello, there."";
byte[] b = s.getBytes(StandardCharsets.US_ASCII);
</code></pre>

<p>(Before Java 7: <code>byte[] b = s.getBytes(""US-ASCII"");</code>)</p>
","157","5688042"
"<pre><code>String s = ""ASCII Text"";
byte[] bytes = s.getBytes(""US-ASCII"");
</code></pre>
","4","5688042"
"<p>There is only one character wrong in the code you tried:</p>

<pre><code>Charset characterSet = Charset.forName(""US-ASCII"");
String string = ""Wazzup"";
byte[] bytes = String.getBytes(characterSet);
               ^
</code></pre>

<p>Notice the upper case ""String"". This tries to invoke a static method on the string class, which does not exist. Instead you need to invoke the method on your string instance:</p>

<pre><code>byte[] bytes = string.getBytes(characterSet);
</code></pre>
","5","5688042"
"<p>import java.util.Collections;</p>

<p>then use Collections.sort();</p>
","1","5814791"
"<pre><code>ArrayList&lt;String&gt; names = new ArrayList&lt;String&gt;();
names =fillNames() // whatever method you need to fill here;
Collections.sort(names);
</code></pre>

<p><a href=""http://download.oracle.com/javase/6/docs/api/java/util/Collections.html#sort%28java.util.List%29"" rel=""nofollow"">http://download.oracle.com/javase/6/docs/api/java/util/Collections.html#sort%28java.util.List%29</a></p>

<blockquote>
  <p>Sorts the specified list into ascending order, according to the natural ordering of its elements. All elements in the list must implement the Comparable interface. Furthermore, all elements in the list must be mutually comparable (that is, e1.compareTo(e2) must not throw a ClassCastException for any elements e1 and e2 in the list).</p>
</blockquote>

<p><code>String</code> implements <code>Comparable</code>:</p>

<blockquote>
  <p>java.lang Class String</p>
  
  <p>java.lang.Object   extended by
  java.lang.String</p>
  
  <p>All Implemented Interfaces:
      Serializable, CharSequence, Comparable</p>
</blockquote>

<p><a href=""http://download.oracle.com/javase/6/docs/api/java/lang/String.html"" rel=""nofollow"">http://download.oracle.com/javase/6/docs/api/java/lang/String.html</a></p>
","3","5814791"
"<p>Another solution but <code>Collections.sort()</code> is best. I just want to show alternative</p>

<pre><code>    ArrayList&lt;String&gt; strings = new ArrayList&lt;String&gt;();
    strings.add(""a"");
    strings.add(""ab"");
    strings.add(""aa"");

    String[] stringsArray = new String[strings.size()];
    strings.toArray(stringsArray);
    Arrays.sort(stringsArray);

    List&lt;String&gt; sorted = Arrays.asList(stringsArray);

    System.out.println(sorted);
</code></pre>
","2","5814791"
"<pre><code>/*InputStream class_InputStream = null;
I am reading class from DB 
class_InputStream = rs.getBinaryStream(1);
Your Input stream could be from any source
*/
int thisLine;
ByteArrayOutputStream bos = new ByteArrayOutputStream();
while ((thisLine = class_InputStream.read()) != -1) {
    bos.write(thisLine);
}
bos.flush();
byte [] yourBytes = bos.toByteArray();

/*Don't forget in the finally block to close ByteArrayOutputStream &amp; InputStream
 In my case the IS is from resultset so just closing the rs will do it*/

if (bos != null){
    bos.close();
}
</code></pre>
","-1","1264709"
"<p>@Adamski: You can avoid buffer entirely.</p>

<p>Code copied from <a href=""http://www.exampledepot.com/egs/java.io/File2ByteArray.html"">http://www.exampledepot.com/egs/java.io/File2ByteArray.html</a> (Yes, it is very verbose, but needs half the size of memory as the other solution.)</p>

<pre><code>// Returns the contents of the file in a byte array.
public static byte[] getBytesFromFile(File file) throws IOException {
    InputStream is = new FileInputStream(file);

    // Get the size of the file
    long length = file.length();

    // You cannot create an array using a long type.
    // It needs to be an int type.
    // Before converting to an int type, check
    // to ensure that file is not larger than Integer.MAX_VALUE.
    if (length &gt; Integer.MAX_VALUE) {
        // File is too large
    }

    // Create the byte array to hold the data
    byte[] bytes = new byte[(int)length];

    // Read in the bytes
    int offset = 0;
    int numRead = 0;
    while (offset &lt; bytes.length
           &amp;&amp; (numRead=is.read(bytes, offset, bytes.length-offset)) &gt;= 0) {
        offset += numRead;
    }

    // Ensure all the bytes have been read in
    if (offset &lt; bytes.length) {
        throw new IOException(""Could not completely read file ""+file.getName());
    }

    // Close the input stream and return bytes
    is.close();
    return bytes;
}
</code></pre>
","9","1264709"
"<p>No.</p>

<p>To do something like this, you have to use a Map.</p>

<pre><code>Map&lt;String, Integer&gt; aMap = new HashMap&lt;String, Integer&gt;();
aMap.put(""a"" , Integer.valueOf(1));
</code></pre>
","79","6943588"
"<p>No, that would be a <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html"" rel=""noreferrer"">Map</a> in Java.</p>

<p>(The type would be <code>Map&lt;String,Integer&gt;</code>.)</p>
","15","6943588"
"<p>No - you want a map to do that:</p>

<pre><code>Map&lt;String, Integer&gt; map = new HashMap&lt;&gt;();
map.put(""a"", 2);
</code></pre>

<p>Then to get it:</p>

<pre><code>int val = map.get(""a""); //2
</code></pre>

<p>You can only use the square bracket syntax for arrays, not for any of the collections. So something like:</p>

<pre><code>int val = map[""a""]; //Compile error
</code></pre>

<p>Will always be illegal. You have to use the <code>get()</code> method.</p>
","41","6943588"
"<p>Use a <a href=""http://download.oracle.com/javase/6/docs/api/java/util/List.html"" rel=""nofollow"">List</a>. The size does not need to be declared on creation of the List. The toArray() method will return an array representation of the list. There are multiple implementations you can use but the most popular tends to be ArrayList (though it is best to map the implementation to your particular situation).</p>
","11","7584467"
"<p>Arrays have a fixed size after creation. The size doesn't need to be known at <em>compile-time</em>, but it <em>does</em> need to be known at creation time. For example:</p>

<pre><code>public String[] createArray(int size) {
    // Not hard-coded, but array is not expandable
    return new String[size];
}
</code></pre>

<p>If you want a collection which can grow an shrink over time, look at the various <a href=""http://download.oracle.com/javase/6/docs/api/java/util/List.html"" rel=""nofollow""><code>List&lt;E&gt;</code></a> implementations, such as <a href=""http://download.oracle.com/javase/6/docs/api/java/util/ArrayList.html"" rel=""nofollow""><code>ArrayList&lt;E&gt;</code></a>.</p>
","10","7584467"
"<p>Object[] will always be fixed size.  If you need a variable length collection, try ArrayList, LinkedList, or one of the many others.</p>

<p>Pick the collection carefully, since they all have different performance aspects.</p>
","1","7584467"
"<p>You can create a new array and initialize it like this.</p>

<pre><code>String[] strArray = {""Initialize"",""Array"",""Like"",""This""};
</code></pre>

<p>If you want an array with a dynamic size I would recommend using an ArrayList.</p>
","0","7584467"
"<p>For mutable arrays other container objects are used.</p>

<p>When using a set of objects, an ArrayList or Vector object is used.
You can also store objects with an object key e.g. ""Name"" = ""Ben"" instead of [0] = ""Ben"".</p>

<pre><code>Vector v = new Vector();
for(int i = 0; i &lt; 100; i++){
 Object o = new Object();
 // init object
 v.addElement(o);
}

for(int i = 0; i &lt; 100; i++){
 Object o = v.elementAt(i);
 // manipulate object
}
</code></pre>

<p>Now you have an arbritairy list of object of undefined length.
Size found by using vector.size() method.</p>

<p>java.util package is required and part of J2SE 1.3 and higher.</p>
","1","7584467"
"<p>As noted elsewhere, an array object has a fixed size.  If there's some reason you <em>must</em> use an array, you can use one or both of these techniques:</p>

<ul>
<li><p>Make it the larger than you need, leaving the unused
entries null.  You may want to keep a ""slotsUsed"" variable.</p></li>
<li><p>When the array gets too small, make a bigger one and copy the
contents into it.</p></li>
</ul>

<p>These are both used inside ArrayList.</p>
","1","7584467"
"<p>Arrays are fixed in length. I would recommend using a Collection.</p>

<p>Here is an article on collections:</p>

<p><a href=""http://en.wikipedia.org/wiki/Java_collections_framework"" rel=""nofollow"">http://en.wikipedia.org/wiki/Java_collections_framework</a></p>

<p>With these, you can add elements by using an Add() command or something similar.</p>

<p>As mentioned in the previous answers, an ArrayList or List are collections.</p>
","3","7584467"
"<p>If you want an array of primitive instead of objects, you can use Trove4j. Otherwise use an ArrayList, or CopyOnWriteArrayList to wrap an array. There are other List implementations but these do not act like arrays for access time.</p>
","0","7584467"
"<p>I just wrote a class to do the same thing, but is more flexible as it will accept Objects accordingly. </p>

<pre><code>public class ExteriorCastor {
    public static  ArrayList vectorToArrayList(Vector vector){
        if (vector == null){return null;}
        return new ArrayList&lt;Object&gt;(vector);
    }
}
</code></pre>
","2","3440082"
"<p>The performance benefit is realised in cases where you are about to add multiple elements to the list and know how many you're going to be adding.  By calling <code>ensureCapacity(int)</code> you cause the underlying array to be resized once instead of potentially many times.</p>

<p>Note however, that in reality you should rarely need to call this method; typically you will either instantiate the <code>ArrayList</code> with a known capacity, or in cases where the list size is unknown you should probably be considering using a <code>LinkedList</code> instead.</p>

<p>Also note that the resize strategy of <code>ArrayList</code> is typically implemented in such a way that array copies are a rare operation (e.g. the capacity may increase by 50% every time the array becomes full).  In other words, even if you do not call <code>ensureCapacity</code> in advance you are unlikely to notice any slow-down within your code.</p>
","6","7952700"
"<p>An application can increase the capacity of an ArrayList instance before adding a large number of elements using the ensureCapacity operation. This may reduce the amount of incremental reallocation.<br>
<code>ArrayList.ensureCapacity()</code> Increases the capacity of this ArrayList instance, if necessary, to ensure that it can hold at least the number of elements specified by the minimum capacity argument.</p>
","1","7952700"
"<p>Convert string to ascii values.</p>

<pre><code>   String test = ""ABCD"";

   for ( int i = 0; i &lt; test.length(); ++i ) {
   char c = test.charAt( i );
   int j = (int) c;
   System.out.println(j);
   }
</code></pre>
","0","5688042"
